cod_condutorinfrator;num_auto;dat_apresentdoc;dat_entradasistema
96695;"R006670954";"2007-05-07";"2007-05-24"
97379;"R006671551";"2007-05-08";"2007-05-28"
99332;"R006671713";"2007-05-25";"2007-06-04"
97854;"R006671721";"2007-04-25";"2007-05-29"
100335;"R006671748";"2007-05-11";"2007-06-18"
96011;"R006672027";"2007-04-27";"2007-05-23"
98194;"R006672124";"2007-04-26";"2007-05-30"
59015;"R006672205";"2007-04-30";"2007-05-23"
97743;"R006672213";"2007-05-09";"2007-05-29"
97277;"R006672272";"2007-05-07";"2007-05-28"
95527;"R006672597";"2007-04-30";"2007-05-22"
95265;"R006672744";"2007-05-09";"2007-05-21"
94373;"R006672957";"2007-05-03";"2007-05-18"
96864;"R006673813";"2007-05-09";"2007-05-25"
100432;"R006674151";"2007-05-21";"2007-06-06"
101786;"R006674194";"2007-05-16";"2007-06-12"
94249;"R006674305";"2007-05-07";"2007-05-18"
93736;"R006674585";"2007-05-09";"2007-05-17"
95835;"R006675964";"2007-05-02";"2007-05-22"
97749;"R006676006";"2007-05-07";"2007-05-29"
62495;"R006676127";"2007-04-30";"2007-05-24"
95244;"R006676367";"2007-05-08";"2007-05-21"
89833;"R006677297";"2007-04-27";"2007-05-08"
93827;"R006677541";"2007-04-19";"2007-05-17"
93589;"R006677576";"2007-04-27";"2007-05-17"
92835;"R006677894";"2007-05-09";"2007-05-16"
88570;"R006677975";"2007-04-24";"2007-04-26"
90562;"R006678408";"2007-05-09";"2007-05-11"
90783;"R006678432";"2007-05-11";"2007-05-11"
90527;"R006678653";"2007-04-27";"2007-05-11"
90813;"R006678734";"2007-05-02";"2007-05-11"
94384;"R006691907";"2007-05-07";"2007-05-18"
89210;"R006692095";"2007-04-19";"2007-04-27"
99011;"R006692857";"2007-05-10";"2007-06-01"
92898;"R006693164";"2007-05-03";"2007-05-16"
97259;"R006704409";"2007-04-26";"2007-05-28"
89905;"R006705177";"2007-05-07";"2007-05-08"
95547;"R006705278";"2007-05-11";"2007-05-22"
92581;"B091771994";"2007-04-20";"2007-05-16"
91240;"B075296284";"2007-04-12";"2007-05-14"
101378;"B091762995";"2007-05-15";"2007-06-12"
89480;"B088800667";"2007-04-23";"2007-04-30"
90281;"B088801683";"2007-04-19";"2007-05-10"
98761;"B093127944";"2007-04-17";"2007-05-31"
93622;"B092761879";"2007-04-16";"2007-05-17"
106905;"B092761895";"2007-05-18";"2007-07-02"
99778;"B092765696";"2007-04-26";"2007-06-05"
89552;"B085784249";"2007-05-04";"2007-05-02"
100056;"B090920538";"2007-05-04";"2007-06-06"
71790;"B092767672";"2007-04-24";"2007-05-15"
97587;"B083246637";"2007-05-02";"2007-05-28"
98759;"B083256357";"2006-12-01";"2007-05-31"
93829;"B090920554";"2007-05-04";"2007-05-17"
94817;"B075253348";"2007-05-04";"2007-05-21"
93129;"B090921062";"2007-05-03";"2007-05-16"
93836;"B068076231";"2007-05-04";"2007-05-17"
61183;"B092767818";"2007-04-20";"2007-05-17"
101151;"B092757127";"2007-04-18";"2007-06-11"
103702;"B092757146";"2007-04-26";"2007-06-19"
96566;"B092757154";"2007-04-19";"2007-05-24"
96974;"B092757207";"2007-04-17";"2007-05-25"
3820;"B092757227";"2007-05-21";"2007-05-30"
86770;"B090921143";"2007-04-16";"2007-04-23"
97602;"B000234297";"2007-05-08";"2007-05-28"
86688;"B090921167";"2007-05-04";"2007-04-23"
94554;"B000212032";"2007-05-04";"2007-05-18"
63664;"B090921224";"2007-05-04";"2007-06-11"
86974;"B091105595";"2007-04-18";"2007-04-23"
98301;"B093969929";"2007-05-03";"2007-05-30"
96894;"B093969937";"2007-04-20";"2007-05-25"
98362;"B093243944";"2007-05-03";"2007-05-30"
90757;"B084358203";"2007-05-04";"2007-05-11"
97794;"B093206879";"2007-04-16";"2007-05-29"
97280;"B089970477";"2007-04-27";"2007-05-28"
90144;"B092902049";"2007-04-30";"2007-05-09"
90022;"B000201804";"2007-05-04";"2007-05-09"
97581;"B083256377";"2007-04-25";"2007-05-28"
91557;"B089044045";"2007-04-15";"2007-05-15"
98735;"B093172547";"2007-05-04";"2007-05-31"
97801;"B093171129";"2007-03-10";"2007-05-29"
97801;"B093171117";"2007-03-10";"2007-05-29"
98772;"B089076087";"2007-04-27";"2007-05-31"
86625;"B090915186";"2007-04-17";"2007-04-20"
87959;"B090915208";"2007-04-13";"2007-04-25"
103379;"B091849705";"2007-05-09";"2007-06-19"
89869;"B064759447";"2007-05-03";"2007-05-08"
99707;"B091773687";"2007-05-03";"2007-06-05"
99662;"B091773667";"2007-04-24";"2007-06-05"
101235;"B085740535";"2007-04-23";"2007-06-11"
94681;"B091775078";"2007-04-17";"2007-05-21"
90170;"B068077327";"2007-04-25";"2007-05-09"
100758;"B092087237";"2007-06-05";"2007-06-08"
91416;"B085405299";"2007-04-20";"2007-05-14"
89989;"B085405302";"2007-04-23";"2007-05-09"
101404;"B092389171";"2007-04-23";"2007-06-12"
104814;"B092389236";"2007-04-27";"2007-06-21"
101343;"B092389422";"2007-04-23";"2007-06-12"
104029;"B092389437";"2007-04-27";"2007-06-20"
93344;"B092389357";"2007-04-19";"2007-05-17"
92268;"B089954041";"2007-04-24";"2007-05-15"
91511;"B091772826";"2007-04-25";"2007-05-15"
101150;"B092389295";"2007-04-18";"2007-06-11"
99671;"B091772931";"2007-04-26";"2007-06-05"
101154;"B092389267";"2007-04-18";"2007-06-11"
104197;"B092377254";"2007-05-04";"2007-06-20"
96555;"B092388965";"2007-04-18";"2007-05-24"
101457;"B091772997";"2007-04-19";"2007-06-12"
86670;"B092388981";"2007-04-12";"2007-04-23"
105953;"B092388833";"2007-04-24";"2007-06-26"
104720;"B092388857";"2007-05-09";"2007-06-21"
91688;"B092388884";"2007-04-24";"2007-05-15"
96564;"B092388914";"2007-04-18";"2007-05-24"
92352;"B092388949";"2007-04-23";"2007-05-16"
101143;"B092388779";"2007-04-18";"2007-06-11"
106112;"B092388817";"2007-04-23";"2007-06-26"
85122;"B092389031";"2007-04-12";"2007-04-17"
86669;"B092389047";"2007-04-12";"2007-04-23"
99714;"B092389074";"2007-05-03";"2007-06-05"
103980;"B092388597";"2007-04-23";"2007-06-20"
94291;"B092388604";"2007-04-19";"2007-05-18"
105950;"B091727162";"2007-04-24";"2007-06-26"
96491;"B092388698";"2007-04-18";"2007-05-24"
96553;"B092388717";"2007-04-19";"2007-05-24"
92617;"B091836824";"2007-04-23";"2007-05-16"
86467;"B092371914";"2007-04-14";"2007-04-20"
87475;"B092371937";"2007-04-12";"2007-04-24"
91526;"B092489407";"2007-04-23";"2007-05-15"
99357;"B092388558";"2007-05-08";"2007-06-04"
93303;"B092377149";"2007-04-17";"2007-05-17"
100340;"B092377157";"2007-04-17";"2007-06-06"
98815;"B092377238";"2007-04-11";"2007-06-01"
87460;"B000340022";"2007-04-24";"2007-04-24"
87461;"B000340037";"2007-04-24";"2007-04-24"
90057;"B094381976";"2007-05-04";"2007-05-09"
90762;"B094384274";"2007-05-11";"2007-05-11"
88320;"B000260107";"2007-04-19";"2007-04-25"
89797;"B095470441";"2007-04-17";"2007-05-08"
85289;"B095470457";"2007-04-13";"2007-04-17"
94624;"B085646725";"2007-05-02";"2007-05-18"
93447;"B085732377";"2007-05-03";"2007-05-17"
95367;"B085732407";"2007-05-05";"2007-05-22"
93567;"B085659207";"2007-04-26";"2007-05-17"
94275;"B091148577";"2007-05-05";"2007-05-18"
98844;"B094003707";"2007-05-07";"2007-06-01"
98844;"B094003718";"2007-05-07";"2007-06-01"
91758;"B085659223";"2007-05-04";"2007-05-15"
94303;"B090379594";"2007-05-04";"2007-05-18"
89420;"B091151279";"2007-04-20";"2007-04-27"
91618;"B094882401";"2007-05-08";"2007-05-15"
91027;"B090366697";"2007-05-09";"2007-05-14"
94578;"B091135281";"2007-05-05";"2007-05-18"
105010;"R006610528";"2007-04-25";"2007-06-22"
100848;"R006656427";"2007-04-30";"2007-06-11"
91964;"R006656463";"2007-04-26";"2007-05-15"
100927;"R006656471";"2007-04-30";"2007-06-11"
107128;"R006656501";"2007-06-04";"2007-07-03"
107127;"R006656517";"2007-06-04";"2007-07-03"
46579;"R006656595";"2007-05-09";"2007-06-14"
106262;"R006656609";"2007-05-02";"2007-06-27"
96204;"R006656625";"2007-05-08";"2007-05-23"
106255;"R006656657";"2007-05-02";"2007-06-27"
91754;"R006656676";"2007-04-26";"2007-05-15"
103371;"R006656811";"2007-05-03";"2007-06-19"
99613;"R006656827";"2007-05-03";"2007-06-05"
104463;"R006656838";"2007-05-04";"2007-06-21"
63517;"R006656846";"2007-04-23";"2007-05-11"
102927;"R006657052";"2007-05-07";"2007-06-18"
102933;"R006657067";"2007-05-09";"2007-06-18"
106336;"R006657095";"2007-05-02";"2007-06-27"
90972;"R006657303";"2007-04-23";"2007-05-14"
100915;"R006657327";"2007-04-30";"2007-06-11"
99832;"R006657407";"2007-05-03";"2007-06-05"
103745;"R006657435";"2007-05-03";"2007-06-19"
102921;"R006657443";"2007-05-09";"2007-06-18"
102921;"R006657451";"2007-05-09";"2007-06-18"
103978;"R006657494";"2007-04-26";"2007-06-20"
103677;"R006657717";"2007-04-26";"2007-06-19"
103408;"R006657761";"2007-05-09";"2007-06-19"
101192;"R006657877";"2007-05-02";"2007-06-11"
101192;"R006657885";"2007-05-03";"2007-06-11"
103089;"R006658277";"2007-05-08";"2007-06-18"
92713;"R006658423";"2007-05-04";"2007-05-16"
104772;"R006658458";"2007-05-08";"2007-06-21"
62829;"R006658504";"2007-05-21";"2007-06-12"
100852;"R006658527";"2007-04-30";"2007-06-11"
100844;"R006658598";"2007-04-30";"2007-06-11"
104182;"R006658687";"2007-05-02";"2007-06-20"
92478;"R006658695";"2007-04-23";"2007-05-16"
102274;"R006658792";"2007-05-08";"2007-06-14"
101053;"R006658822";"2007-05-02";"2007-06-11"
103053;"R006658881";"2007-05-08";"2007-06-18"
103979;"R006658911";"2007-04-25";"2007-06-20"
99590;"R006658954";"2007-04-27";"2007-06-05"
102693;"R006659195";"2007-05-08";"2007-06-15"
92681;"R006659257";"2007-04-24";"2007-05-16"
106254;"R006659616";"2007-05-02";"2007-06-27"
96181;"R006660657";"2007-05-16";"2007-05-23"
100597;"R006660681";"2007-05-29";"2007-06-08"
81249;"R006660878";"2007-04-24";"2007-06-20"
94985;"R006660916";"2007-05-08";"2007-05-21"
93285;"R006660947";"2007-05-02";"2007-05-17"
99568;"R006660975";"2007-05-04";"2007-06-05"
99665;"R006661025";"2007-05-04";"2007-06-05"
87468;"R006661033";"2007-05-04";"2007-06-05"
101214;"R006661106";"2007-05-02";"2007-06-11"
104798;"R006661165";"2007-05-02";"2007-06-21"
92451;"R006661424";"2007-04-23";"2007-05-16"
105890;"R006662382";"2007-05-09";"2007-06-26"
103710;"R006664897";"2007-05-03";"2007-06-19"
92664;"R006665098";"2007-04-24";"2007-05-16"
107673;"R006665195";"2007-05-09";"2007-07-04"
106332;"R006665349";"2007-04-26";"2007-06-27"
96245;"R006665403";"2007-05-03";"2007-05-23"
92579;"R006665551";"2007-05-02";"2007-05-16"
92886;"R006665713";"2007-04-27";"2007-05-16"
99576;"R006665799";"2007-05-05";"2007-06-05"
103090;"R006665837";"2007-05-08";"2007-06-18"
104799;"R006666007";"2007-05-02";"2007-06-21"
96451;"R006666132";"2007-05-09";"2007-06-21"
100910;"R006666167";"2007-04-28";"2007-06-11"
23310;"R006666237";"2007-04-25";"2007-06-20"
47920;"R006666345";"2007-05-09";"2007-06-21"
106906;"R006666353";"2007-05-18";"2007-07-02"
106907;"R006666388";"2007-05-18";"2007-07-02"
51590;"R006666407";"2007-04-24";"2007-05-16"
102356;"R006666728";"2007-05-04";"2007-06-14"
93284;"R006666833";"2007-04-20";"2007-05-17"
107350;"R006666857";"2007-05-03";"2007-07-03"
93301;"R006666884";"2007-05-02";"2007-05-17"
93533;"R006666922";"2007-05-07";"2007-05-17"
102953;"R006666997";"2007-05-07";"2007-06-18"
106052;"R006667074";"2007-04-23";"2007-06-26"
102302;"R006667155";"2007-05-07";"2007-06-14"
92363;"R006667217";"2007-04-23";"2007-05-16"
95215;"R006667376";"2007-05-09";"2007-05-21"
101482;"R006667384";"2007-04-23";"2007-06-12"
91006;"R006667414";"2007-04-23";"2007-05-14"
103035;"R006667437";"2007-05-07";"2007-06-18"
92628;"R006667497";"2007-04-27";"2007-05-16"
105936;"R006667651";"2007-04-23";"2007-06-26"
105936;"R006667667";"2007-04-23";"2007-06-26"
104738;"R006667747";"2007-05-08";"2007-06-21"
90821;"R006667759";"2007-05-04";"2007-05-11"
103670;"R006667791";"2007-04-25";"2007-06-19"
103611;"R006667805";"2007-04-26";"2007-06-19"
107398;"R006667917";"2007-05-04";"2007-07-03"
99349;"R006667929";"2007-05-11";"2007-06-04"
95541;"R006667961";"2007-05-08";"2007-06-15"
108247;"R006668046";"2007-05-09";"2007-07-06"
92632;"R006668062";"2007-04-26";"2007-05-16"
91057;"R006668151";"2007-04-21";"2007-05-14"
102905;"R006668178";"2007-04-30";"2007-06-18"
99827;"R006668194";"2007-04-26";"2007-06-05"
95320;"R006668208";"2007-05-09";"2007-05-21"
103376;"R006668259";"2007-05-02";"2007-06-19"
92710;"R006668305";"2007-04-23";"2007-05-16"
94385;"R006668321";"2007-05-08";"2007-05-18"
104730;"R006668364";"2007-05-08";"2007-06-21"
102873;"R006668402";"2007-05-07";"2007-06-18"
105181;"R006668437";"2007-05-02";"2007-06-22"
93333;"R006668453";"2007-05-04";"2007-05-17"
92722;"R006668507";"2007-04-20";"2007-05-16"
97433;"R006668569";"2007-05-18";"2007-05-28"
103560;"R006668647";"2007-05-02";"2007-06-19"
97368;"R006669034";"2007-05-04";"2007-05-28"
95743;"R006669158";"2007-05-03";"2007-05-22"
99039;"R006669255";"2007-05-10";"2007-06-01"
96934;"R006669379";"2007-05-10";"2007-05-25"
95748;"R006669441";"2007-05-03";"2007-05-22"
98253;"R006669786";"2007-04-30";"2007-05-30"
97067;"R006670148";"2007-05-07";"2007-05-25"
103552;"R006670881";"2007-05-08";"2007-06-19"
101597;"R006671027";"2007-05-08";"2007-06-12"
105629;"R006671128";"2007-06-05";"2007-06-25"
103678;"R006671241";"2007-05-09";"2007-06-19"
105767;"R006671454";"2007-05-09";"2007-06-25"
98196;"R006671608";"2007-04-25";"2007-05-30"
96998;"R006671705";"2007-05-08";"2007-05-25"
98993;"R006671969";"2007-05-09";"2007-06-01"
97612;"R006672132";"2007-05-07";"2007-05-28"
103639;"R006672237";"2007-05-09";"2007-06-19"
97536;"R006672914";"2007-05-08";"2007-05-28"
96302;"R006672949";"2007-05-03";"2007-05-23"
97305;"R006673457";"2007-05-04";"2007-05-28"
102970;"R006673465";"2007-05-04";"2007-06-18"
96680;"R006673597";"2007-05-09";"2007-05-24"
101135;"R006674208";"2007-04-27";"2007-06-11"
92900;"R006674593";"2007-05-09";"2007-05-16"
104844;"R006674607";"2007-04-27";"2007-06-21"
92694;"R006674615";"2007-05-09";"2007-05-16"
92904;"R006674372";"2007-05-09";"2007-05-16"
92697;"R006674387";"2007-05-09";"2007-05-16"
92906;"R006674399";"2007-05-09";"2007-05-16"
93813;"R006674402";"2007-05-14";"2007-05-17"
92815;"R006674429";"2007-05-09";"2007-05-16"
94203;"R006674577";"2007-05-09";"2007-05-18"
89929;"R006674437";"2007-04-03";"2007-05-08"
92609;"R006674453";"2007-05-03";"2007-05-16"
56813;"R006674461";"2007-05-02";"2007-05-16"
92808;"R006674477";"2007-05-09";"2007-05-16"
92818;"R006674488";"2007-05-09";"2007-05-16"
93173;"R006674507";"2007-05-09";"2007-05-16"
84947;"R006674526";"2007-05-03";"2007-05-17"
84947;"R006674542";"2007-05-03";"2007-05-17"
93295;"R006674557";"2007-05-03";"2007-05-17"
92524;"R006674631";"2007-04-24";"2007-05-16"
84947;"R006674647";"2007-05-09";"2007-05-18"
99325;"R006674755";"2007-05-09";"2007-06-04"
91503;"R006674828";"2007-04-24";"2007-05-15"
92980;"R006674887";"2007-05-02";"2007-05-16"
27857;"R006674909";"2007-05-02";"2007-05-17"
103526;"R006674933";"2007-04-30";"2007-06-19"
93995;"R006674984";"2007-05-04";"2007-05-18"
92801;"R006675018";"2007-04-24";"2007-05-16"
92695;"R006675085";"2007-04-26";"2007-05-16"
94956;"R006675131";"2007-04-27";"2007-05-21"
90038;"R006675271";"2007-05-09";"2007-05-09"
84947;"R006675387";"2007-04-27";"2007-05-18"
90760;"R006675597";"2007-04-20";"2007-05-11"
93972;"R006675677";"2007-05-07";"2007-05-18"
54422;"R006675689";"2007-05-07";"2007-05-18"
93991;"R006675697";"2007-05-07";"2007-05-18"
93977;"R006675707";"2007-05-07";"2007-05-18"
93904;"R006675767";"2007-04-30";"2007-05-17"
105734;"R006675778";"2007-05-31";"2007-06-25"
107419;"R006675794";"2007-05-10";"2007-07-03"
95698;"R006675832";"2007-05-09";"2007-05-22"
95485;"R006675859";"2007-05-04";"2007-05-22"
98160;"R006676073";"2007-04-30";"2007-05-30"
97771;"R006676081";"2007-05-09";"2007-05-29"
98249;"R006676154";"2007-04-23";"2007-05-30"
74927;"R006676177";"2007-05-07";"2007-05-29"
95225;"R006676207";"2007-05-09";"2007-05-21"
98104;"R006676227";"2007-02-24";"2007-05-30"
92786;"R006676243";"2007-05-07";"2007-05-16"
96551;"R006676251";"2007-04-26";"2007-05-24"
97074;"R006676286";"2007-04-30";"2007-05-25"
92961;"R006676324";"2007-05-09";"2007-05-16"
103392;"R006676502";"2007-04-30";"2007-06-19"
104138;"R006676577";"2007-05-09";"2007-06-20"
92912;"R006676758";"2007-04-13";"2007-05-16"
94026;"R006676847";"2007-05-07";"2007-05-18"
108239;"R006677061";"2007-05-09";"2007-07-06"
89034;"R006677517";"2007-05-09";"2007-04-26"
93550;"R006677762";"2007-04-20";"2007-05-17"
87811;"R006677789";"2007-04-23";"2007-04-25"
89904;"R006678971";"2007-05-02";"2007-05-08"
97270;"R006679242";"2007-04-25";"2007-05-28"
90612;"R006679397";"2007-05-09";"2007-05-11"
89907;"R006679994";"2007-05-04";"2007-05-08"
90176;"R006680167";"2007-04-30";"2007-05-09"
89898;"R006680178";"2007-04-30";"2007-05-08"
102260;"R006680402";"2007-05-08";"2007-06-14"
92766;"R006680399";"2007-04-27";"2007-05-16"
71584;"R006680496";"2007-05-09";"2007-05-15"
91035;"R006680615";"2007-04-26";"2007-05-14"
93655;"R006680828";"2007-05-09";"2007-05-17"
89297;"R006680976";"2007-04-19";"2007-04-27"
92059;"R006681042";"2007-05-04";"2007-05-15"
93810;"R006681057";"2007-05-03";"2007-05-17"
94318;"R006681069";"2007-05-09";"2007-05-18"
91136;"R006681093";"2007-04-25";"2007-05-14"
92887;"R006681174";"2007-05-07";"2007-05-16"
90691;"R006681204";"2007-04-25";"2007-05-11"
90479;"R006681255";"2007-05-02";"2007-05-11"
15549;"R006681317";"2007-05-09";"2007-05-18"
92514;"R006681336";"2007-05-03";"2007-05-16"
94034;"R006681344";"2007-05-08";"2007-05-18"
4299;"R006681352";"2007-05-07";"2007-05-16"
93660;"R006681367";"2007-05-09";"2007-05-17"
36594;"R006681441";"2007-05-09";"2007-05-14"
92456;"R006681476";"2007-04-27";"2007-05-16"
93665;"R006681484";"2007-05-08";"2007-05-17"
92771;"R006681514";"2007-05-04";"2007-05-16"
50219;"R006681549";"2007-04-24";"2007-05-10"
50219;"R006681557";"2007-05-09";"2007-05-18"
91012;"R006681603";"2007-04-19";"2007-05-14"
93017;"R006681638";"2007-05-07";"2007-05-16"
92441;"R006681646";"2007-05-03";"2007-05-16"
94969;"R006681751";"2007-05-09";"2007-05-21"
96622;"R006681778";"2007-05-11";"2007-05-24"
4299;"R006681859";"2007-05-09";"2007-05-18"
93997;"R006681875";"2007-05-08";"2007-05-18"
103366;"R006681891";"2007-05-04";"2007-06-19"
102974;"R006681913";"2007-05-04";"2007-06-18"
90948;"R006681921";"2007-04-19";"2007-05-14"
102547;"R006681999";"2007-05-07";"2007-06-15"
94972;"R006681987";"2007-05-09";"2007-05-21"
91991;"R006682014";"2007-04-26";"2007-05-15"
93652;"R006682022";"2007-05-09";"2007-05-17"
93671;"R006682049";"2007-05-07";"2007-05-17"
91899;"R006682111";"2007-05-02";"2007-05-15"
94297;"R006682146";"2007-05-10";"2007-05-18"
89235;"R006682154";"2007-04-23";"2007-04-27"
100309;"R006682207";"2007-05-30";"2007-06-06"
96931;"R006682197";"2007-05-17";"2007-05-25"
94052;"R006682219";"2007-05-08";"2007-05-18"
4299;"R006682227";"2007-05-09";"2007-05-24"
92926;"R006682251";"2007-05-07";"2007-05-16"
91303;"R006682267";"2007-04-27";"2007-05-14"
92444;"R006682294";"2007-04-26";"2007-05-16"
92419;"R006682324";"2007-05-02";"2007-05-16"
94837;"R006682332";"2007-05-07";"2007-05-21"
7746;"R006682359";"2007-04-26";"2007-04-30"
92373;"R006682367";"2007-05-03";"2007-05-16"
95050;"R006682487";"2007-05-09";"2007-05-21"
93266;"R006682517";"2007-05-04";"2007-05-17"
90673;"R006682537";"2007-04-25";"2007-05-11"
90576;"R006682553";"2007-04-24";"2007-05-11"
93072;"R006682634";"2007-05-07";"2007-05-16"
94930;"R006682642";"2007-05-09";"2007-05-21"
90907;"R006682747";"2007-05-07";"2007-05-14"
94017;"R006682782";"2007-05-09";"2007-05-18"
90898;"R006682797";"2007-05-07";"2007-05-14"
90221;"R006682804";"2007-04-20";"2007-05-10"
92721;"R006682928";"2007-04-25";"2007-05-16"
65894;"R006682936";"2007-05-08";"2007-05-24"
18266;"R006683017";"2007-04-20";"2007-05-10"
85468;"R006683061";"2007-05-09";"2007-05-17"
92368;"R006683177";"2007-05-08";"2007-05-16"
92997;"R006683258";"2007-05-07";"2007-05-16"
93980;"R006683327";"2007-05-08";"2007-05-18"
93553;"R006683347";"2007-05-08";"2007-05-17"
102872;"R006683444";"2007-05-02";"2007-06-18"
92674;"R006683467";"2007-05-02";"2007-05-16"
14317;"R006683495";"2007-05-09";"2007-05-18"
89540;"R006683533";"2007-04-24";"2007-05-02"
90949;"R006683541";"2007-04-24";"2007-05-14"
92542;"R006683568";"2007-05-03";"2007-05-16"
88508;"R006683681";"2007-04-25";"2007-05-14"
92078;"R006683738";"2007-05-04";"2007-05-15"
92054;"R006683727";"2007-05-04";"2007-05-15"
95765;"R006683777";"2007-05-09";"2007-05-22"
90483;"R006683797";"2007-05-02";"2007-05-11"
11460;"R006683878";"2007-04-23";"2007-05-11"
89264;"R006683886";"2007-04-23";"2007-04-27"
102871;"R006684025";"2007-05-07";"2007-06-18"
5098;"R006684114";"2007-05-03";"2007-05-16"
93056;"R006684122";"2007-05-07";"2007-05-16"
95118;"R006684149";"2007-05-15";"2007-05-21"
90959;"R006684203";"2007-04-24";"2007-05-14"
93324;"R006684238";"2007-05-03";"2007-05-17"
91527;"R006684277";"2007-04-27";"2007-05-15"
93679;"R006684335";"2007-05-07";"2007-05-17"
94423;"R006684343";"2007-05-09";"2007-05-18"
92372;"R006684378";"2007-05-04";"2007-05-16"
84633;"R006684386";"2007-05-09";"2007-05-17"
92889;"R006684447";"2007-05-07";"2007-05-16"
94064;"R006684459";"2007-05-08";"2007-05-18"
92431;"R006684475";"2007-05-03";"2007-05-16"
92738;"R006684513";"2007-04-30";"2007-05-16"
90687;"R006684521";"2007-04-25";"2007-05-11"
99529;"R006684572";"2007-05-09";"2007-06-05"
90674;"R006684564";"2007-04-25";"2007-05-11"
94746;"R006684599";"2007-04-30";"2007-05-21"
106959;"R006684653";"2007-05-18";"2007-07-02"
90631;"R006684688";"2007-04-23";"2007-05-11"
94955;"R006684726";"2007-05-08";"2007-05-21"
99658;"R006684769";"2007-04-25";"2007-06-05"
92894;"R006684866";"2007-04-28";"2007-05-16"
91567;"R006684947";"2007-04-26";"2007-05-15"
95542;"R006684955";"2007-05-10";"2007-05-22"
91593;"R006684963";"2007-04-25";"2007-05-15"
3672;"R006684987";"2007-05-09";"2007-05-14"
93224;"R006685005";"2007-04-19";"2007-05-17"
94056;"R006685021";"2007-05-08";"2007-05-18"
106272;"R006685037";"2007-05-02";"2007-06-27"
94268;"R006685072";"2007-05-09";"2007-05-18"
11150;"R006685056";"2007-05-07";"2007-05-21"
35299;"R006685064";"2007-05-09";"2007-05-17"
94023;"R006685117";"2007-05-08";"2007-05-18"
95771;"R006685129";"2007-05-09";"2007-05-22"
94958;"R006685137";"2007-05-08";"2007-05-21"
92661;"R006685257";"2007-05-02";"2007-05-16"
91115;"R006685285";"2007-04-24";"2007-05-14"
93992;"R006685404";"2007-05-08";"2007-05-18"
92377;"R006685427";"2007-05-08";"2007-05-16"
98358;"R006685463";"2007-05-09";"2007-05-30"
74984;"R006685471";"2007-05-02";"2007-06-19"
92873;"R006685455";"2007-04-25";"2007-05-16"
92988;"R006685625";"2007-05-07";"2007-05-16"
91984;"R006685657";"2007-04-27";"2007-05-15"
92496;"R006685676";"2007-04-25";"2007-05-16"
95083;"R006685684";"2007-05-09";"2007-05-21"
93394;"R006685692";"2007-04-27";"2007-05-17"
93636;"R006685714";"2007-05-09";"2007-05-17"
94963;"R006685897";"2007-05-09";"2007-05-21"
93687;"R006685927";"2007-05-08";"2007-05-17"
91932;"R006686028";"2007-05-02";"2007-05-15"
91470;"R006686036";"2007-05-09";"2007-05-14"
102584;"R006686125";"2007-05-04";"2007-06-15"
91169;"R006686206";"2007-05-09";"2007-05-14"
94796;"R006686214";"2007-05-04";"2007-05-21"
63583;"R006686222";"2007-05-09";"2007-05-18"
93034;"R006686273";"2007-05-07";"2007-05-16"
89515;"R006686297";"2007-04-19";"2007-04-30"
93681;"R006686311";"2007-05-08";"2007-05-17"
90629;"R006686327";"2007-04-26";"2007-05-11"
91895;"R006686346";"2007-05-02";"2007-05-15"
64581;"R006686559";"2007-05-03";"2007-05-16"
94975;"R006686605";"2007-05-09";"2007-05-21"
94748;"R006686672";"2007-05-08";"2007-05-21"
101149;"R006686717";"2007-05-02";"2007-06-11"
93664;"R006686729";"2007-05-08";"2007-05-17"
94696;"R006686761";"2007-05-04";"2007-05-21"
94966;"R006686788";"2007-05-08";"2007-05-21"
90676;"R006686826";"2007-04-25";"2007-05-11"
90849;"R006686834";"2007-05-08";"2007-05-11"
91543;"R006686842";"2007-04-27";"2007-05-15"
94000;"R006686947";"2007-05-08";"2007-05-18"
95165;"R006687024";"2007-05-09";"2007-05-21"
94168;"R006687047";"2007-05-09";"2007-05-18"
91157;"R006687164";"2007-05-09";"2007-05-14"
96207;"R006687202";"2007-05-09";"2007-05-23"
90251;"R006687288";"2007-04-20";"2007-05-10"
90572;"R006687369";"2007-04-24";"2007-05-11"
93052;"R006687377";"2007-05-07";"2007-05-16"
35057;"R006687571";"2007-05-03";"2007-05-22"
95034;"R006687587";"2007-05-09";"2007-05-21"
94708;"R006687667";"2007-05-08";"2007-05-21"
95745;"R006687679";"2007-05-08";"2007-05-22"
89586;"R006687687";"2007-04-19";"2007-05-03"
94005;"R006687806";"2007-05-08";"2007-05-18"
91969;"R006687837";"2007-04-24";"2007-05-15"
55755;"R006687897";"2007-05-09";"2007-05-14"
92440;"R006687997";"2007-04-26";"2007-05-16"
91530;"R006688063";"2007-04-27";"2007-05-15"
92938;"R006688087";"2007-05-07";"2007-05-16"
92895;"R006688117";"2007-05-07";"2007-05-16"
95740;"R006688128";"2007-05-09";"2007-05-22"
96383;"R006688187";"2007-05-09";"2007-05-24"
95299;"R006688217";"2007-05-07";"2007-05-21"
4299;"R006688268";"2007-04-27";"2007-05-14"
92891;"R006688381";"2007-05-07";"2007-05-16"
92764;"R006688477";"2007-05-02";"2007-05-16"
97114;"R006688519";"2007-05-21";"2007-05-25"
91467;"R006688535";"2007-05-09";"2007-05-14"
