cod_condutorinfrator;num_auto;dat_apresentdoc;dat_entradasistema
72284;"R005752728";"2007-02-15";"2007-02-27"
69929;"R005752884";"2007-02-13";"2007-02-14"
66645;"R005753112";"2007-02-15";"2007-02-02"
66371;"R005753228";"2007-01-29";"2007-02-01"
68019;"R005753546";"2007-02-15";"2007-02-07"
68048;"R005753607";"2007-02-06";"2007-02-07"
70895;"R005753747";"2007-02-09";"2007-02-16"
72310;"R005753805";"2007-02-13";"2007-02-27"
72310;"R005753791";"2007-02-13";"2007-03-02"
70914;"R005753917";"2007-02-14";"2007-02-16"
66048;"R005754062";"2007-01-29";"2007-01-31"
73405;"R005754097";"2007-02-14";"2007-03-05"
67463;"R005754387";"2007-01-31";"2007-02-06"
70899;"R005754477";"2007-02-13";"2007-02-16"
66014;"R005754518";"2007-01-25";"2007-01-31"
70905;"R005754557";"2007-02-07";"2007-02-16"
73404;"R005754607";"2007-02-14";"2007-03-05"
70897;"R005754623";"2007-02-15";"2007-02-16"
73361;"R005754727";"2007-01-29";"2007-03-05"
66446;"R005755301";"2007-02-02";"2007-02-05"
72020;"R005755317";"2007-02-15";"2007-02-26"
66006;"R005755972";"2007-02-15";"2007-03-05"
68724;"R005756774";"2007-02-01";"2007-02-09"
68715;"R005756928";"2007-01-27";"2007-02-09"
68727;"R005757134";"2007-01-29";"2007-02-09"
70877;"R005757266";"2007-02-14";"2007-02-16"
82327;"R005757703";"2007-02-21";"2007-04-09"
70037;"R005757991";"2007-02-13";"2007-02-14"
78872;"R005758025";"2007-02-07";"2007-03-23"
70990;"R005758092";"2007-02-15";"2007-02-21"
79192;"R005758386";"2007-02-09";"2007-03-26"
78901;"R005758424";"2007-02-09";"2007-03-23"
79170;"R005758602";"2007-02-09";"2007-03-26"
11043;"R005758734";"2007-02-15";"2007-02-27"
66074;"R005758769";"2007-01-30";"2007-01-31"
69988;"R005759099";"2007-02-14";"2007-02-14"
66073;"R005759177";"2007-01-31";"2007-01-31"
79190;"R005759218";"2007-02-09";"2007-03-26"
70982;"R005759293";"2007-02-15";"2007-02-21"
70999;"R005759307";"2007-02-15";"2007-02-21"
70453;"R005759595";"2007-02-15";"2007-02-15"
10703;"R005759797";"2007-01-30";"2007-01-31"
75303;"R005760077";"2007-02-02";"2007-03-10"
70439;"R005760313";"2007-02-15";"2007-02-15"
66070;"R005760453";"2007-01-31";"2007-01-31"
72634;"R005760623";"2007-02-14";"2007-03-01"
78835;"R005760895";"2007-02-05";"2007-03-23"
75305;"R005760909";"2007-02-02";"2007-03-10"
72423;"R005761611";"2007-02-12";"2007-02-28"
74253;"R005761948";"2007-02-14";"2007-03-07"
69119;"R005762177";"2007-02-12";"2007-02-12"
71356;"L002302787";"2007-02-13";"2007-02-22"
82648;"R005762347";"2007-02-05";"2007-04-09"
72712;"R005762456";"2007-02-15";"2007-03-01"
68982;"R005762502";"2007-02-06";"2007-02-12"
69580;"R005762577";"2007-02-07";"2007-02-14"
68413;"R005762588";"2007-02-05";"2007-02-08"
70456;"R005762715";"2007-02-13";"2007-02-15"
72402;"R005762723";"2007-02-14";"2007-02-28"
73353;"R005762774";"2007-02-15";"2007-03-05"
84290;"R005762782";"2007-01-30";"2007-04-13"
73476;"R005762855";"2007-02-15";"2007-03-06"
74642;"R005762887";"2007-02-15";"2007-03-08"
65892;"R005762944";"2007-01-29";"2007-01-31"
72422;"L002302907";"2007-02-13";"2007-02-28"
70626;"R005763266";"2007-02-14";"2007-02-16"
57467;"R005763401";"2007-02-02";"2007-02-08"
72659;"R005763467";"2007-02-15";"2007-03-01"
19721;"R005763517";"2007-02-14";"2007-02-16"
70452;"R005763576";"2007-02-14";"2007-02-15"
71333;"L002302977";"2007-02-08";"2007-02-22"
71293;"R005763614";"2007-02-13";"2007-02-22"
72362;"R005763681";"2007-02-14";"2007-02-28"
74747;"R005763738";"2007-02-15";"2007-03-08"
70621;"R005763807";"2007-02-14";"2007-02-16"
67887;"R005763894";"2007-02-01";"2007-02-07"
75851;"R005764084";"2007-02-15";"2007-03-13"
72799;"L002303094";"2007-02-15";"2007-03-02"
69670;"L002303116";"2007-02-06";"2007-02-14"
72725;"L002303124";"2007-02-15";"2007-03-01"
72706;"L002303167";"2007-02-15";"2007-03-01"
72437;"R005764211";"2007-02-14";"2007-02-28"
72703;"R005764277";"2007-02-15";"2007-03-01"
69591;"R005764289";"2007-02-07";"2007-02-14"
70585;"R005764297";"2007-02-13";"2007-02-16"
69571;"L002303248";"2007-02-07";"2007-02-14"
69996;"R005764378";"2007-02-08";"2007-02-14"
65150;"L002303302";"2007-01-26";"2007-01-30"
71603;"R005764424";"2007-02-13";"2007-02-23"
67356;"L002303388";"2007-01-31";"2007-02-06"
72488;"L002303396";"2007-02-14";"2007-02-28"
25946;"L002303426";"2007-02-15";"2007-03-09"
72392;"R005764521";"2007-02-15";"2007-02-28"
72672;"L002303434";"2007-02-15";"2007-03-01"
70633;"L002303442";"2007-02-14";"2007-02-16"
67897;"L002303493";"2007-02-01";"2007-02-07"
72656;"R005764688";"2007-02-15";"2007-03-01"
72491;"L002303612";"2007-02-14";"2007-02-28"
69890;"L002303671";"2007-02-08";"2007-02-14"
72663;"L002303744";"2007-02-15";"2007-03-01"
63877;"R005764897";"2007-02-13";"2007-03-08"
78406;"L002303779";"2007-02-15";"2007-03-22"
67866;"R005764971";"2007-02-01";"2007-02-07"
72448;"R005765005";"2007-02-14";"2007-02-28"
69779;"L002303825";"2007-02-08";"2007-02-14"
23416;"L002303841";"2007-02-13";"2007-02-16"
71609;"R005765129";"2007-02-13";"2007-02-23"
67626;"R005765188";"2007-02-01";"2007-02-07"
67626;"R005765196";"2007-02-01";"2007-02-07"
73829;"R005765226";"2007-02-15";"2007-03-06"
70591;"R005765257";"2007-02-13";"2007-02-16"
70629;"L002303957";"2007-02-14";"2007-02-16"
5903;"R005765463";"2007-02-13";"2007-02-22"
68519;"R005765487";"2007-02-05";"2007-02-09"
75159;"R005765641";"2007-02-13";"2007-03-09"
75383;"R005765668";"2007-02-14";"2007-03-12"
70617;"L002304047";"2007-02-14";"2007-02-16"
72490;"L002304127";"2007-02-12";"2007-02-28"
72650;"R005765737";"2007-02-15";"2007-03-01"
70706;"L002304139";"2007-02-14";"2007-02-16"
69460;"R005765757";"2007-02-07";"2007-02-13"
67757;"R005765765";"2007-01-30";"2007-02-07"
73819;"R005765889";"2007-02-13";"2007-03-06"
72699;"R005765919";"2007-02-15";"2007-03-01"
68370;"R005765935";"2007-01-13";"2007-02-08"
68919;"R005765978";"2007-02-01";"2007-02-12"
68928;"L002304422";"2007-02-02";"2007-02-12"
70290;"R005765994";"2007-02-06";"2007-02-15"
67663;"L002304457";"2007-01-30";"2007-02-07"
73555;"R005766109";"2007-02-15";"2007-03-06"
67815;"R005766141";"2007-01-30";"2007-02-07"
73528;"R005766214";"2007-02-15";"2007-03-06"
5857;"R005766222";"2007-02-05";"2007-02-14"
73508;"R005766257";"2007-02-14";"2007-03-06"
70638;"R005766265";"2007-02-13";"2007-02-16"
76846;"R005766377";"2007-02-15";"2007-03-15"
69454;"R005766532";"2007-02-02";"2007-02-13"
73562;"R005766575";"2007-02-14";"2007-03-06"
71824;"R005766621";"2007-02-05";"2007-02-26"
76870;"R005766648";"2007-02-15";"2007-03-15"
69372;"R005766737";"2007-02-01";"2007-02-13"
71095;"R005766745";"2007-02-06";"2007-02-22"
72713;"R005766777";"2007-02-15";"2007-03-01"
73576;"R005766818";"2007-02-15";"2007-03-06"
73847;"R005766857";"2007-02-12";"2007-03-06"
76739;"R005767032";"2007-02-08";"2007-03-15"
73566;"R005767075";"2007-02-14";"2007-03-06"
65247;"R005767105";"2007-01-25";"2007-01-30"
73920;"R005767121";"2007-02-15";"2007-03-06"
74937;"R005767156";"2007-02-14";"2007-03-09"
67775;"R005767217";"2007-01-29";"2007-02-07"
73821;"R005767326";"2007-02-14";"2007-03-06"
69214;"R005767393";"2007-02-03";"2007-02-13"
69081;"R005767447";"2007-02-05";"2007-02-12"
75215;"R005767497";"2007-02-14";"2007-03-09"
68702;"R005767555";"2007-01-30";"2007-02-09"
71596;"R005767587";"2007-02-13";"2007-02-23"
5185;"R005767695";"2007-02-06";"2007-02-14"
75137;"R005767792";"2007-02-14";"2007-03-09"
68705;"R005767873";"2007-01-30";"2007-02-09"
70274;"R005768027";"2007-02-12";"2007-02-15"
67278;"R005768087";"2007-01-26";"2007-02-06"
78403;"R005768136";"2007-02-13";"2007-03-22"
76156;"R005768257";"2007-02-15";"2007-03-13"
68936;"R005768284";"2007-02-02";"2007-02-12"
70873;"R005768306";"2007-02-14";"2007-02-16"
68710;"R005768314";"2007-01-30";"2007-02-09"
73921;"R005768373";"2007-02-15";"2007-03-06"
73924;"R005768397";"2007-02-17";"2007-03-06"
68691;"R005768446";"2007-01-29";"2007-02-09"
67773;"R005768454";"2007-02-01";"2007-02-07"
75201;"R005768462";"2007-02-12";"2007-03-09"
75894;"R005768705";"2007-02-28";"2007-03-13"
75206;"R005768737";"2007-02-14";"2007-03-09"
75203;"R005768748";"2007-02-15";"2007-03-09"
1899;"R005768802";"2007-02-12";"2007-03-01"
74598;"R005768817";"2007-02-15";"2007-03-08"
69258;"R005768977";"2007-02-02";"2007-02-13"
69447;"R005768985";"2007-02-05";"2007-02-13"
69320;"R005769019";"2007-02-06";"2007-02-13"
72372;"L002304619";"2007-02-08";"2007-02-28"
67025;"R005769124";"2007-01-29";"2007-02-05"
67106;"R005769159";"2007-01-29";"2007-02-05"
67719;"R005769175";"2007-02-02";"2007-02-07"
73503;"R005769205";"2007-02-14";"2007-03-06"
72366;"R005769237";"2007-02-09";"2007-02-28"
27866;"R005769299";"2007-02-09";"2007-02-27"
70254;"R005769317";"2007-02-12";"2007-02-15"
75102;"R005769477";"2007-02-14";"2007-03-09"
74970;"R005769485";"2007-02-15";"2007-03-09"
72377;"R005769493";"2007-02-08";"2007-02-28"
71834;"R005769574";"2007-02-07";"2007-02-26"
69687;"R005769687";"2007-02-07";"2007-02-14"
68337;"R005769752";"2007-01-30";"2007-02-08"
72487;"R005769795";"2007-02-12";"2007-02-28"
75077;"R005769825";"2007-02-15";"2007-03-09"
70772;"R005769841";"2007-02-09";"2007-02-16"
68582;"R005769857";"2007-02-02";"2007-02-09"
70278;"R005769868";"2007-02-06";"2007-02-15"
74271;"R005769957";"2007-02-15";"2007-03-07"
65746;"R005770092";"2007-01-25";"2007-01-31"
71103;"R005770149";"2007-02-06";"2007-02-22"
68898;"R005770165";"2007-01-31";"2007-02-12"
75163;"R005770211";"2007-02-13";"2007-03-09"
69786;"R005770297";"2007-02-08";"2007-02-14"
75072;"R005770367";"2007-02-13";"2007-03-09"
75425;"R005770424";"2007-02-23";"2007-03-12"
75428;"R005770432";"2007-02-23";"2007-03-12"
72379;"R005770447";"2007-02-12";"2007-02-28"
67573;"L002304708";"2007-01-30";"2007-02-07"
72399;"L002304716";"2007-02-12";"2007-02-28"
72562;"R005770475";"2007-02-22";"2007-03-01"
71314;"L002304747";"2007-02-09";"2007-02-22"
70541;"L002304775";"2007-02-13";"2007-02-16"
75008;"L002304813";"2007-02-15";"2007-03-09"
68285;"L002304856";"2007-02-01";"2007-02-08"
69459;"R005770866";"2007-02-05";"2007-02-13"
71353;"L002304872";"2007-02-07";"2007-02-22"
73246;"L002304899";"2007-02-12";"2007-03-05"
75169;"R005770927";"2007-02-14";"2007-03-09"
67578;"R005770987";"2007-01-26";"2007-02-07"
73831;"R005770998";"2007-02-13";"2007-03-06"
78400;"R005771005";"2007-02-15";"2007-03-22"
75435;"R005771013";"2007-02-15";"2007-03-12"
79073;"R005771064";"2007-03-06";"2007-03-26"
67701;"R005771087";"2007-01-29";"2007-02-07"
82816;"R005771269";"2007-01-26";"2007-04-10"
82400;"R005771404";"2007-02-15";"2007-04-09"
82405;"R005771412";"2007-02-15";"2007-04-09"
81530;"R005771427";"2007-02-05";"2007-04-03"
83768;"R005771846";"2007-02-06";"2007-04-12"
68550;"R005772176";"2007-02-15";"2007-02-09"
80064;"R005772303";"2007-02-07";"2007-03-29"
84552;"R005772834";"2007-02-01";"2007-04-13"
82945;"R005773156";"2007-01-30";"2007-04-10"
68154;"R005773217";"2007-02-05";"2007-02-08"
67850;"R005773474";"2007-01-26";"2007-02-07"
82385;"R005773911";"2007-02-02";"2007-04-09"
67705;"L002304961";"2007-01-30";"2007-02-07"
70732;"R005774957";"2007-02-15";"2007-02-16"
69880;"R005776066";"2007-01-28";"2007-02-14"
69198;"R005776856";"2007-02-01";"2007-02-13"
75355;"R005777844";"2007-02-14";"2007-03-12"
82597;"R005778007";"2007-02-15";"2007-04-09"
70458;"R005778115";"2007-02-13";"2007-02-15"
70722;"R005778506";"2007-02-08";"2007-02-16"
70715;"R005778537";"2007-02-12";"2007-02-16"
16692;"R005778581";"2007-02-15";"2007-03-05"
79869;"R005778735";"2007-01-31";"2007-03-28"
70634;"R005778847";"2007-02-12";"2007-02-16"
70969;"B087793091";"2007-02-05";"2007-02-21"
71281;"B087386933";"2007-02-15";"2007-02-22"
75633;"B084273771";"2007-01-26";"2007-03-12"
79842;"B089374304";"2007-03-15";"2007-03-28"
71219;"B088699609";"2007-02-09";"2007-02-22"
71727;"B089020022";"2007-02-09";"2007-02-26"
74967;"B075112604";"2007-02-23";"2007-03-09"
71485;"B085049317";"2007-02-21";"2007-02-23"
68379;"B085049328";"2007-02-08";"2007-02-08"
75828;"B074775747";"2007-03-01";"2007-03-13"
77070;"B091991102";"2007-02-16";"2007-03-15"
73552;"B092302297";"2007-02-28";"2007-03-06"
77006;"B092306306";"2007-02-15";"2007-03-15"
70962;"B087794772";"2007-02-12";"2007-02-21"
66804;"B092312012";"2007-02-06";"2007-02-14"
73516;"B091907993";"2007-02-23";"2007-03-06"
74272;"B092312039";"2007-02-13";"2007-03-07"
73796;"B092312047";"2007-02-23";"2007-03-06"
69795;"B092295428";"2007-02-05";"2007-02-14"
73049;"B092295436";"2007-02-12";"2007-03-05"
71570;"B092719775";"2007-02-13";"2007-02-23"
71141;"B095420077";"2007-02-16";"2007-02-22"
72245;"B088919439";"2007-02-21";"2007-02-27"
70193;"B092312853";"2007-02-08";"2007-02-15"
68926;"B092312861";"2007-02-01";"2007-02-12"
73174;"B092312896";"2007-02-16";"2007-03-05"
74916;"B085611287";"2007-02-21";"2007-03-09"
70379;"B092312993";"2007-02-09";"2007-02-15"
76663;"B091988721";"2007-02-15";"2007-03-14"
69511;"B091988737";"2007-02-02";"2007-02-13"
78886;"B088372553";"2007-02-08";"2007-03-23"
72783;"B085611367";"2007-02-15";"2007-03-01"
72717;"B075271087";"2007-02-12";"2007-03-01"
72697;"B091982057";"2007-02-15";"2007-03-01"
69820;"B075275097";"2007-02-08";"2007-02-14"
75458;"B092671632";"2007-02-05";"2007-03-12"
74097;"B075275112";"2007-02-21";"2007-03-07"
75832;"B075275837";"2007-02-21";"2007-03-13"
66370;"B085611514";"2007-01-31";"2007-02-01"
75619;"B075281228";"2007-02-21";"2007-03-12"
72836;"B085612097";"2007-02-16";"2007-03-02"
72266;"B091982127";"2007-02-13";"2007-02-27"
70337;"B091993458";"2007-02-12";"2007-02-15"
76861;"B075284111";"2007-02-21";"2007-03-15"
76024;"B092671144";"2007-02-12";"2007-03-13"
68975;"B092672388";"2007-02-01";"2007-02-12"
72142;"B091993628";"2007-02-15";"2007-02-27"
68506;"B092312284";"2007-02-05";"2007-02-09"
68776;"B092675751";"2007-02-02";"2007-02-12"
74718;"B092312292";"2007-02-22";"2007-03-08"
70523;"B092305946";"2007-02-07";"2007-02-16"
74103;"B092305962";"2007-02-22";"2007-03-07"
73409;"B092680267";"2007-02-17";"2007-03-06"
71724;"B085369241";"2007-01-29";"2007-02-26"
68820;"B092680291";"2007-02-02";"2007-02-12"
73113;"B092665756";"2007-02-14";"2007-03-05"
72937;"B092676782";"2007-02-14";"2007-03-05"
73002;"B092674534";"2007-02-09";"2007-03-05"
73030;"B092304257";"2007-02-16";"2007-03-05"
59391;"B092673341";"2007-02-16";"2007-03-14"
76544;"B092673368";"2007-02-22";"2007-03-14"
72677;"B092673449";"2007-02-16";"2007-03-01"
75392;"B092713513";"2007-02-08";"2007-03-12"
69186;"B092709885";"2007-01-29";"2007-02-13"
71540;"B092714544";"2007-02-09";"2007-02-23"
71099;"B092714552";"2007-02-09";"2007-02-22"
68497;"B092714579";"2007-02-05";"2007-02-09"
68267;"B092714196";"2007-01-29";"2007-02-08"
74478;"B092714218";"2007-02-21";"2007-03-08"
73055;"B091885787";"2007-02-16";"2007-03-05"
70127;"B092709168";"2007-02-08";"2007-02-15"
74412;"B084255552";"2007-02-23";"2007-03-08"
66751;"B084257032";"2007-02-06";"2007-02-05"
71680;"B085562742";"2007-01-30";"2007-02-23"
70051;"B085562173";"2007-02-08";"2007-02-14"
68051;"B066399467";"2007-02-05";"2007-02-07"
71790;"B092302491";"2007-02-08";"2007-02-26"
68824;"B092302505";"2007-02-01";"2007-02-12"
69942;"B066394414";"2007-02-13";"2007-02-14"
81941;"B091909228";"2007-03-02";"2007-04-04"
67882;"B094876266";"2007-02-07";"2007-02-07"
68734;"B085363693";"2007-02-05";"2007-02-09"
71901;"B093866968";"2007-02-15";"2007-02-26"
71893;"B094876312";"2007-02-21";"2007-02-26"
70885;"B094876347";"2007-02-16";"2007-02-16"
82549;"B092676177";"2007-03-29";"2007-04-09"
73202;"B092674631";"2007-02-16";"2007-03-05"
74218;"B092676227";"2007-02-21";"2007-03-07"
74528;"B092676901";"2007-02-21";"2007-03-08"
75498;"B092666604";"2007-02-06";"2007-03-12"
71526;"B092845649";"2007-02-10";"2007-02-23"
71193;"B092666647";"2007-02-07";"2007-02-22"
73123;"B092672825";"2007-02-14";"2007-03-05"
71247;"B092714773";"2007-02-02";"2007-02-22"
74422;"B092842453";"2007-02-23";"2007-03-08"
74433;"B092676219";"2007-02-23";"2007-03-08"
74223;"B087097508";"2007-02-22";"2007-03-07"
74549;"B092675638";"2007-02-15";"2007-03-08"
75598;"B092713777";"2007-02-13";"2007-03-12"
70410;"B086560352";"2007-02-07";"2007-02-15"
73941;"B092714838";"2007-02-28";"2007-03-07"
73019;"B092714846";"2007-02-21";"2007-03-05"
73609;"B092714633";"2007-02-27";"2007-03-06"
74240;"B075361248";"2007-02-26";"2007-03-07"
74449;"B092664563";"2007-02-21";"2007-03-08"
71831;"B092714706";"2007-02-09";"2007-02-26"
76996;"B092671152";"2007-02-14";"2007-03-15"
72301;"B086560468";"2007-02-21";"2007-02-27"
71376;"B090353737";"2007-02-15";"2007-02-22"
72113;"B084374519";"2007-02-21";"2007-02-27"
72875;"B085467294";"2007-02-13";"2007-03-02"
71366;"B090355539";"2007-02-13";"2007-02-22"
70602;"B090355555";"2007-02-05";"2007-02-16"
84929;"R005779917";"2007-01-29";"2007-04-16"
75280;"R005782511";"2007-02-22";"2007-03-09"
68813;"R005782678";"2007-01-31";"2007-02-12"
72515;"R005782783";"2007-02-12";"2007-02-28"
59432;"R005787173";"2007-02-23";"2007-03-12"
71176;"R005787181";"2007-02-12";"2007-02-22"
74809;"R005788994";"2007-02-13";"2007-03-08"
73060;"R005793629";"2007-02-16";"2007-03-05"
68367;"R005794188";"2007-02-08";"2007-02-08"
70471;"R005795079";"2007-02-07";"2007-02-15"
84881;"R005795067";"2007-02-16";"2007-04-16"
73216;"R005795095";"2007-02-17";"2007-03-05"
37909;"R005795327";"2007-02-08";"2007-04-16"
84905;"R005795737";"2007-02-17";"2007-04-16"
72362;"R005795915";"2007-02-14";"2007-02-28"
72705;"R005795958";"2007-02-15";"2007-03-01"
69295;"R005796927";"2007-02-06";"2007-02-13"
72392;"R005796954";"2007-02-16";"2007-02-28"
66651;"R005797101";"2007-01-30";"2007-02-02"
67058;"R005797896";"2007-01-30";"2007-02-05"
84900;"R005797907";"2007-02-12";"2007-04-16"
73163;"R005798237";"2007-02-16";"2007-03-05"
74647;"R005798752";"2007-02-15";"2007-03-08"
84885;"R005798809";"2007-01-29";"2007-04-16"
68879;"R005798965";"2007-02-01";"2007-02-12"
75195;"R005799082";"2007-02-16";"2007-03-09"
75329;"R005799112";"2007-02-13";"2007-03-12"
70264;"R005799597";"2007-02-12";"2007-02-15"
67636;"R005799577";"2007-01-29";"2007-02-07"
74342;"R005799988";"2007-02-13";"2007-03-07"
73657;"R005800013";"2007-02-14";"2007-03-06"
70774;"R005800177";"2007-02-13";"2007-02-16"
75145;"R005800207";"2007-02-15";"2007-03-09"
71216;"R005800234";"2007-02-09";"2007-02-22"
68856;"R005800498";"2007-02-01";"2007-02-12"
76808;"R005800617";"2007-02-15";"2007-03-15"
67811;"R005800781";"2007-02-01";"2007-02-07"
75627;"R005800846";"2007-02-17";"2007-03-12"
69247;"R005800907";"2007-02-01";"2007-02-13"
73596;"R005800765";"2007-02-15";"2007-03-06"
68275;"R005801214";"2007-02-02";"2007-02-08"
70533;"R005801311";"2007-02-13";"2007-02-16"
72410;"R005801397";"2007-02-14";"2007-02-28"
67641;"R005801826";"2007-01-31";"2007-02-07"
74659;"R005801857";"2007-02-14";"2007-03-08"
75171;"R005801958";"2007-02-15";"2007-03-09"
71110;"R005802067";"2007-02-06";"2007-02-22"
84988;"R005802237";"2007-02-16";"2007-04-16"
84971;"R005802709";"2007-02-16";"2007-04-16"
72279;"R005802997";"2007-01-30";"2007-02-27"
78460;"R005803063";"2001-02-17";"2007-03-22"
84857;"R005803195";"2007-02-16";"2007-04-16"
84995;"R005803225";"2007-02-16";"2007-04-16"
84876;"R005804027";"2007-02-05";"2007-04-16"
84853;"R005804418";"2007-02-12";"2007-04-16"
84981;"R005804493";"2007-02-14";"2007-04-16"
84845;"R005804627";"2007-02-12";"2007-04-16"
84931;"R005805097";"2007-02-02";"2007-04-16"
84944;"R005806011";"2007-02-13";"2007-04-16"
84562;"R005806089";"2007-01-31";"2007-04-13"
69707;"R005806828";"2007-02-07";"2007-02-14"
84867;"R005806909";"2007-02-16";"2007-04-16"
84926;"R005806941";"2007-01-31";"2007-04-16"
76469;"R005807115";"2007-02-23";"2007-03-14"
73279;"R005807204";"2007-02-15";"2007-03-05"
39639;"R005807255";"2007-02-09";"2007-02-15"
70208;"R005807271";"2007-02-09";"2007-02-15"
75938;"R005807287";"2007-02-15";"2007-03-13"
73455;"R005807387";"2007-02-15";"2007-03-06"
73899;"B084091835";"2007-02-26";"2007-03-06"
62150;"B092675367";"2007-02-16";"2007-03-08"
73096;"B087099608";"2007-02-14";"2007-03-05"
71792;"B087070995";"2007-02-09";"2007-02-26"
74325;"B087078465";"2007-02-14";"2007-03-07"
67586;"B084252359";"2007-01-31";"2007-02-07"
73428;"B092715067";"2007-02-16";"2007-03-06"
73939;"B092713386";"2007-02-24";"2007-03-07"
71212;"B088687465";"2007-02-07";"2007-02-22"
70138;"B084100443";"2007-02-08";"2007-02-15"
71032;"B093867913";"2007-02-15";"2007-02-21"
72878;"B078534453";"2007-02-08";"2007-03-02"
70138;"B084100451";"2007-02-08";"2007-02-15"
75110;"B078534429";"2007-02-14";"2007-03-09"
70165;"B092845819";"2007-02-07";"2007-02-15"
72300;"B095969039";"2007-02-21";"2007-02-27"
74757;"B087099853";"2007-02-13";"2007-03-08"
72300;"B095969047";"2007-02-21";"2007-02-27"
67447;"B066414415";"2007-01-30";"2007-02-06"
75179;"B092584489";"2007-02-21";"2007-03-09"
68708;"B095519629";"2007-01-29";"2007-02-09"
75549;"B075283875";"2007-02-21";"2007-03-12"
75880;"B075283883";"2007-02-21";"2007-03-13"
80236;"B092585523";"2007-03-20";"2007-03-29"
71887;"B093880812";"2007-02-15";"2007-02-26"
69355;"B095519173";"2007-02-13";"2007-02-13"
72871;"B086371142";"2007-02-14";"2007-03-02"
72297;"B086371169";"2007-02-11";"2007-02-27"
68701;"B095519149";"2007-02-21";"2007-02-09"
70299;"B083304118";"2007-02-12";"2007-02-15"
70134;"B084581727";"2007-02-07";"2007-02-15"
68720;"B095519122";"2007-01-29";"2007-02-09"
74411;"B092429307";"2007-02-14";"2007-03-08"
72242;"B089062035";"2007-02-21";"2007-02-27"
68699;"B095420697";"2007-01-30";"2007-02-09"
72925;"B092338879";"2007-02-14";"2007-03-05"
68108;"B092338887";"2007-01-30";"2007-02-08"
86256;"B083294047";"2007-02-05";"2007-04-19"
71536;"B092338852";"2007-02-13";"2007-02-23"
68758;"B092338828";"2007-02-02";"2007-02-12"
85491;"B083294112";"2007-02-21";"2007-04-18"
73181;"B092338817";"2007-02-21";"2007-03-05"
73177;"B092338801";"2007-02-21";"2007-03-05"
68371;"B075100487";"2007-01-30";"2007-02-08"
67676;"B088757907";"2007-01-29";"2007-02-07"
70101;"B088758893";"2007-02-09";"2007-02-15"
68901;"B086371797";"2007-01-31";"2007-02-12"
76969;"B075058928";"2007-03-06";"2007-03-15"
76793;"B075261782";"2007-02-21";"2007-03-15"
67661;"B092338941";"2007-01-30";"2007-02-07"
73184;"B092338933";"2007-02-21";"2007-03-05"
68592;"B092338569";"2007-02-02";"2007-02-09"
74962;"B075280937";"2007-02-15";"2007-03-09"
69523;"B092022049";"2007-02-07";"2007-02-13"
31869;"B075280949";"2007-02-23";"2007-03-12"
68145;"B088687837";"2007-02-02";"2007-02-08"
70887;"B088687848";"2007-02-07";"2007-02-16"
70504;"B092023134";"2007-02-05";"2007-02-15"
75106;"B088693821";"2007-02-15";"2007-03-09"
66615;"B084426268";"2007-01-29";"2007-02-02"
76172;"B088693848";"2007-02-16";"2007-03-13"
76166;"B088693899";"2007-02-16";"2007-03-13"
76606;"B092023207";"2007-02-21";"2007-03-14"
76800;"B088687902";"2007-02-21";"2007-03-15"
75865;"B088687872";"2007-02-21";"2007-03-13"
70256;"B088687887";"2007-02-12";"2007-02-15"
72940;"B086995437";"2007-02-15";"2007-03-05"
73116;"B091992214";"2007-02-16";"2007-03-05"
72909;"B083555757";"2007-02-12";"2007-03-05"
73188;"B092561624";"2007-02-21";"2007-03-05"
70986;"B084325054";"2007-02-21";"2007-02-21"
71428;"B092720102";"2007-02-03";"2007-02-23"
70063;"B092531527";"2007-02-02";"2007-02-15"
73909;"B091992389";"2007-02-21";"2007-03-06"
73018;"B092531047";"2007-02-09";"2007-03-05"
70487;"B091992427";"2007-02-15";"2007-02-15"
72120;"B091992467";"2007-02-16";"2007-02-27"
70033;"B091992761";"2007-01-31";"2007-02-14"
73175;"B092314309";"2007-02-21";"2007-03-05"
70449;"B091992857";"2007-01-30";"2007-02-15"
75647;"B085363863";"2007-02-28";"2007-03-12"
72283;"B086367773";"2007-02-14";"2007-02-27"
75054;"B084582685";"2007-02-28";"2007-03-09"
67965;"B092586589";"2007-01-30";"2007-02-07"
71067;"B092586643";"2007-01-31";"2007-02-22"
74256;"B092586716";"2007-02-15";"2007-03-07"
74458;"B092586678";"2007-02-21";"2007-03-08"
75197;"B092865817";"2007-02-16";"2007-03-09"
70615;"B092796028";"2007-02-08";"2007-02-16"
69581;"B092533353";"2007-02-13";"2007-02-14"
74643;"B092526957";"2007-02-15";"2007-03-08"
74637;"B092526942";"2007-02-16";"2007-03-08"
72975;"B092622647";"2007-02-21";"2007-03-05"
70137;"B083605673";"2007-02-07";"2007-02-15"
76007;"B092583307";"2007-02-09";"2007-03-13"
68517;"B092528864";"2007-02-09";"2007-02-09"
73121;"B092583288";"2007-02-22";"2007-03-05"
70188;"B092570119";"2007-02-03";"2007-02-15"
5739;"B092627528";"2007-02-08";"2007-02-14"
68613;"B092533027";"2007-02-05";"2007-02-09"
71717;"B066395739";"2007-02-12";"2007-02-26"
76720;"B092526977";"2007-03-05";"2007-03-15"
67857;"B092526985";"2007-02-01";"2007-02-07"
70016;"B084256397";"2007-02-08";"2007-02-14"
75568;"B092524982";"2007-02-12";"2007-03-12"
