cod_condutorinfrator;num_auto;dat_apresentdoc;dat_entradasistema
144745;"R009145141";"2007-10-02";"2007-11-27"
145294;"R009147772";"2007-10-01";"2007-11-29"
143935;"R009151125";"2007-09-27";"2007-11-22"
147129;"R009156097";"2007-10-04";"2007-12-06"
145588;"R009156739";"2007-10-04";"2007-11-30"
149962;"R009161201";"2007-10-11";"2007-12-14"
144885;"R009161384";"2007-09-28";"2007-11-28"
135798;"R009161457";"2007-10-11";"2007-10-16"
132850;"R009162445";"2007-10-01";"2007-10-04"
138576;"R009162488";"2007-10-18";"2007-10-24"
135454;"R009162623";"2007-10-15";"2007-10-15"
132971;"R009162682";"2007-10-03";"2007-10-05"
135920;"R009162747";"2007-10-16";"2007-10-16"
135471;"R009162887";"2007-10-09";"2007-10-15"
135808;"R009163182";"2007-10-10";"2007-10-16"
139468;"L002616548";"2007-10-20";"2007-10-26"
134940;"R009165467";"2007-10-05";"2007-10-11"
138645;"L002616742";"2007-10-19";"2007-10-24"
146799;"R009165576";"2007-09-28";"2007-12-04"
135892;"L002616912";"2007-10-10";"2007-10-16"
136192;"L002617087";"2007-10-09";"2007-10-17"
141207;"L002617427";"2007-10-15";"2007-11-06"
151383;"R009171061";"2007-10-10";"2007-12-18"
138670;"L002617625";"2007-10-19";"2007-10-24"
142812;"R009172475";"2007-11-07";"2007-11-13"
151527;"R009172707";"2007-10-16";"2007-12-18"
151875;"E001202577";"2007-10-11";"2007-12-19"
139723;"E001202607";"2007-10-24";"2007-10-29"
151563;"E001202669";"2007-10-15";"2007-12-18"
150717;"E001202901";"2007-10-09";"2007-12-17"
148599;"E001203223";"2007-10-05";"2007-12-11"
139580;"E001203363";"2007-10-23";"2007-10-29"
148741;"E001203533";"2007-10-10";"2007-12-12"
139748;"E001203525";"2007-10-25";"2007-10-29"
150730;"E001202987";"2007-10-10";"2007-12-17"
147099;"E001203851";"2007-10-04";"2007-12-05"
138391;"B089738527";"2007-10-15";"2007-10-23"
138208;"B089738543";"2007-10-18";"2007-10-23"
148757;"E001204394";"2007-10-10";"2007-12-12"
149429;"E000980177";"2007-10-09";"2007-12-13"
163872;"E001204475";"2008-01-09";"2008-01-18"
152147;"E001204617";"2007-10-17";"2007-12-20"
134573;"E001204866";"2007-10-03";"2007-10-10"
132290;"E001205072";"2007-09-28";"2007-10-03"
140115;"E001205226";"2007-10-24";"2007-10-30"
141705;"E001206044";"2007-10-23";"2007-11-07"
148788;"E001206249";"2007-10-09";"2007-12-12"
139024;"E001206451";"2007-10-23";"2007-10-25"
151538;"E001206729";"2007-10-17";"2007-12-18"
146284;"E001206788";"2007-10-05";"2007-12-03"
146455;"E001206947";"2007-10-03";"2007-12-04"
143181;"E001207784";"2007-10-24";"2007-11-19"
139034;"E001207938";"2007-10-19";"2007-10-25"
148799;"E001208918";"2007-10-10";"2007-12-12"
137156;"E001209124";"2007-10-09";"2007-10-19"
142105;"E001209337";"2007-10-24";"2007-11-09"
136980;"E001209396";"2007-10-15";"2007-10-18"
138561;"E001209547";"2007-10-18";"2007-10-24"
136671;"E001209558";"2007-10-17";"2007-10-18"
133191;"E001209857";"2007-10-03";"2007-10-05"
140200;"B095283552";"2007-10-03";"2007-10-30"
139218;"E001210106";"2007-10-25";"2007-10-25"
138868;"E001210335";"2007-10-24";"2007-10-25"
142131;"E001210599";"2007-10-23";"2007-11-09"
139760;"E001210927";"2007-10-19";"2007-10-29"
148695;"E001211595";"2007-10-05";"2007-12-12"
148601;"E001211684";"2007-10-04";"2007-12-11"
148611;"E001211838";"2007-10-08";"2007-12-12"
138344;"E001211907";"2007-10-17";"2007-10-23"
135067;"B085592595";"2007-10-10";"2007-10-11"
151864;"E001212327";"2007-10-11";"2007-12-19"
146266;"E001212516";"2007-10-04";"2007-12-03"
145359;"E001212656";"2007-10-02";"2007-11-29"
136256;"E001212907";"2007-10-04";"2007-10-17"
137274;"E001213067";"2007-10-04";"2007-10-19"
152250;"E001213105";"2007-10-11";"2007-12-20"
149373;"E001213113";"2007-10-09";"2007-12-13"
149030;"E001213342";"2007-10-09";"2007-12-12"
150880;"E001213377";"2007-10-11";"2007-12-17"
148597;"E001213466";"2007-10-05";"2007-12-11"
151733;"E001213709";"2007-10-16";"2007-12-19"
151845;"E001213792";"2007-10-15";"2007-12-19"
147116;"E001213806";"2007-10-02";"2007-12-06"
149642;"E001214012";"2007-10-09";"2007-12-13"
152980;"E001214087";"2007-10-18";"2007-12-21"
146282;"E001214167";"2007-10-02";"2007-12-03"
140276;"E001214209";"2007-10-24";"2007-10-30"
150704;"E001214268";"2007-10-10";"2007-12-17"
150851;"E001214292";"2007-10-09";"2007-12-17"
151886;"E001214357";"2007-10-18";"2007-12-19"
138681;"E001214507";"2007-10-19";"2007-10-24"
150681;"E001214535";"2007-10-10";"2007-12-17"
142461;"E001214567";"2007-10-30";"2007-11-12"
145879;"E001214608";"2007-10-02";"2007-11-30"
133503;"E001214691";"2007-10-08";"2007-10-08"
147607;"E001214713";"2007-10-05";"2007-12-10"
132283;"E001214837";"2007-10-03";"2007-10-03"
149946;"E001214853";"2007-10-09";"2007-12-13"
133683;"E001215213";"2007-10-05";"2007-10-09"
140038;"E001215256";"2007-10-24";"2007-10-30"
146760;"E001215418";"2007-10-02";"2007-12-04"
132044;"E001215663";"2007-10-25";"2007-10-03"
138253;"E001215698";"2007-10-25";"2007-10-23"
135491;"E001215752";"2007-10-10";"2007-10-15"
140285;"E001216082";"2007-10-24";"2007-10-30"
138748;"E001216047";"2007-10-24";"2007-10-24"
134790;"E001216198";"2007-10-03";"2007-10-11"
141941;"E001216635";"2007-10-23";"2007-11-08"
137413;"E001216864";"2007-10-10";"2007-10-19"
138950;"E001217011";"2007-10-25";"2007-10-25"
138832;"E001217038";"2007-10-24";"2007-10-24"
142125;"E001216929";"2007-10-23";"2007-11-09"
152062;"E001217208";"2007-10-18";"2007-12-19"
133313;"E001217313";"2007-10-02";"2007-10-08"
145487;"E001216813";"2007-10-02";"2007-11-30"
147280;"E001217577";"2007-10-01";"2007-12-10"
139655;"E001217526";"2007-10-25";"2007-10-29"
149964;"R009143927";"2007-10-13";"2007-12-14"
146997;"R009144037";"2007-10-05";"2007-12-05"
145925;"R009144048";"2007-10-04";"2007-12-03"
149753;"R009144129";"2007-10-10";"2007-12-13"
148176;"R009144153";"2007-10-09";"2007-12-11"
151272;"R009144536";"2007-10-16";"2007-12-18"
137837;"R009144641";"2007-10-20";"2007-10-22"
144558;"R009144737";"2007-10-03";"2007-11-26"
144268;"R009144827";"2007-09-28";"2007-11-23"
148205;"R009144846";"2007-10-09";"2007-12-11"
149848;"R009144862";"2007-10-16";"2007-12-13"
149911;"R009145095";"2007-10-15";"2007-12-13"
151530;"R009145249";"2007-10-16";"2007-12-18"
145134;"R009145311";"2007-09-28";"2007-11-29"
150999;"R009145346";"2007-10-15";"2007-12-17"
147943;"R009145575";"2007-10-08";"2007-12-11"
150861;"R009145717";"2007-10-15";"2007-12-17"
151362;"R009145907";"2007-10-10";"2007-12-18"
149036;"R009145997";"2007-10-09";"2007-12-12"
149431;"R009146008";"2007-10-09";"2007-12-13"
145100;"R009146083";"2007-10-02";"2007-11-28"
149460;"R009146187";"2007-10-09";"2007-12-13"
146323;"R009146277";"2007-10-02";"2007-12-03"
147511;"R009146288";"2007-10-01";"2007-12-10"
145899;"R009146342";"2007-10-03";"2007-11-30"
149380;"R009146497";"2007-10-09";"2007-12-13"
146098;"R009146539";"2007-10-04";"2007-12-03"
148165;"R009146547";"2007-10-09";"2007-12-11"
151523;"R009146897";"2007-10-16";"2007-12-18"
146945;"R009146946";"2007-10-04";"2007-12-05"
144537;"R009146989";"2007-10-01";"2007-11-26"
147242;"R009147497";"2007-10-04";"2007-12-10"
133116;"L002616173";"2007-10-01";"2007-10-05"
144823;"R009147535";"2007-09-28";"2007-11-27"
149313;"R009147543";"2007-10-11";"2007-12-12"
145464;"R009147551";"2007-10-03";"2007-11-29"
148441;"R009147675";"2007-10-08";"2007-12-11"
137874;"R009147705";"2007-10-17";"2007-10-22"
145746;"R009147713";"2007-10-02";"2007-11-30"
144904;"R009147829";"2007-10-01";"2007-11-28"
145107;"R009147896";"2007-10-02";"2007-11-28"
148550;"R009147934";"2007-10-08";"2007-12-11"
144853;"R009147977";"2007-09-28";"2007-11-27"
149926;"R009148086";"2007-10-10";"2007-12-13"
147257;"R009148457";"2007-10-04";"2007-12-10"
149697;"R009148469";"2007-10-10";"2007-12-13"
145097;"R009148531";"2007-10-02";"2007-11-28"
145891;"R009148752";"2007-10-03";"2007-11-30"
137863;"R009148787";"2007-10-20";"2007-10-22"
150530;"R009148817";"2007-10-15";"2007-12-17"
147938;"R009148825";"2007-10-05";"2007-12-11"
149757;"R009148857";"2007-10-10";"2007-12-13"
146372;"R009148884";"2007-10-03";"2007-12-04"
151501;"R009148981";"2007-10-16";"2007-12-18"
148976;"R009149155";"2007-10-10";"2007-12-12"
132833;"R009149357";"2007-10-03";"2007-10-04"
149694;"R009149473";"2007-10-10";"2007-12-13"
145740;"R009149589";"2007-10-02";"2007-11-30"
150544;"R009149805";"2007-10-15";"2007-12-17"
146531;"R009149887";"2007-10-03";"2007-12-04"
143984;"R009149899";"2007-09-26";"2007-11-23"
147621;"R009149996";"2007-10-05";"2007-12-10"
151332;"R009150037";"2007-10-16";"2007-12-18"
150526;"R009150161";"2007-10-15";"2007-12-17"
144773;"R009151237";"2007-09-27";"2007-11-27"
149094;"R009151297";"2007-10-09";"2007-12-12"
145708;"R009151327";"2007-10-02";"2007-11-30"
151510;"R009151354";"2007-10-16";"2007-12-18"
145358;"R009151524";"2007-10-02";"2007-11-29"
144271;"R009151637";"2007-09-28";"2007-11-23"
148690;"R009151664";"2007-10-10";"2007-12-12"
145790;"R009151893";"2007-10-02";"2007-11-30"
145874;"R009152261";"2007-10-03";"2007-11-30"
147898;"R009152307";"2007-10-08";"2007-12-11"
146176;"R009152369";"2007-10-04";"2007-12-03"
147932;"R009152385";"2007-10-05";"2007-12-11"
149016;"R009152504";"2007-10-10";"2007-12-12"
145919;"R009152814";"2007-10-02";"2007-12-03"
146069;"R009152865";"2007-10-03";"2007-12-03"
145365;"R009153055";"2007-10-02";"2007-11-29"
148100;"R009153241";"2007-10-05";"2007-12-11"
147243;"R009153268";"2007-10-04";"2007-12-10"
144591;"R009153306";"2007-09-28";"2007-11-27"
149337;"R009153438";"2007-10-13";"2007-12-12"
146519;"R009153454";"2007-10-03";"2007-12-04"
147846;"R009153578";"2007-10-08";"2007-12-10"
151543;"R009155856";"2007-10-16";"2007-12-18"
145312;"R009156027";"2007-10-01";"2007-11-29"
149711;"R009156062";"2007-10-10";"2007-12-13"
150832;"R009156151";"2007-10-10";"2007-12-17"
148773;"R009156477";"2007-10-10";"2007-12-12"
151479;"R009156496";"2007-10-10";"2007-12-18"
149934;"R009156763";"2007-10-09";"2007-12-13"
149809;"R009156828";"2007-10-04";"2007-12-13"
148034;"R009156852";"2007-10-08";"2007-12-11"
148501;"R009157057";"2007-10-05";"2007-12-11"
145355;"R009157317";"2007-10-02";"2007-11-29"
147503;"R009157328";"2007-10-01";"2007-12-10"
143864;"R009157387";"2007-09-27";"2007-11-22"
144915;"R009157409";"2007-10-01";"2007-11-28"
148417;"R009157484";"2007-10-05";"2007-12-11"
148610;"R009157689";"2007-10-05";"2007-12-12"
145923;"R009157905";"2007-10-04";"2007-12-03"
150154;"R009157921";"2007-10-11";"2007-12-14"
149472;"R009158049";"2007-10-10";"2007-12-13"
146014;"R009158138";"2007-10-05";"2007-12-03"
151406;"R009158189";"2007-10-11";"2007-12-18"
148780;"R009158251";"2007-10-10";"2007-12-12"
146341;"R009158487";"2007-10-01";"2007-12-03"
144871;"R009158588";"2007-09-26";"2007-11-27"
148284;"R009158863";"2007-10-08";"2007-12-11"
148193;"R009158871";"2007-10-09";"2007-12-11"
145398;"R009158936";"2007-10-02";"2007-11-29"
144535;"R009159126";"2007-10-01";"2007-11-26"
151369;"R009159355";"2007-10-11";"2007-12-18"
151359;"R009159398";"2007-10-11";"2007-12-18"
147859;"R009159797";"2007-10-08";"2007-12-10"
146888;"R009159886";"2007-10-03";"2007-12-05"
145217;"R009159983";"2007-09-28";"2007-11-29"
145412;"R009160051";"2007-10-02";"2007-11-29"
148518;"R009160237";"2007-10-08";"2007-12-11"
144882;"R009160353";"2007-09-28";"2007-11-28"
149342;"R009160426";"2007-10-10";"2007-12-13"
146498;"R009160566";"2007-10-03";"2007-12-04"
149371;"R009160736";"2007-10-09";"2007-12-13"
146504;"R009160922";"2007-10-03";"2007-12-04"
149974;"R009160973";"2007-10-11";"2007-12-14"
148902;"R009161217";"2007-10-09";"2007-12-12"
149957;"R009161309";"2007-10-09";"2007-12-13"
146649;"R009161317";"2007-10-02";"2007-12-04"
144889;"R009161357";"2007-09-28";"2007-11-28"
149830;"R009161392";"2007-10-10";"2007-12-13"
145330;"R009161511";"2007-10-01";"2007-11-29"
136221;"R009161643";"2007-10-08";"2007-10-17"
143876;"R009161724";"2007-09-27";"2007-11-22"
146491;"R009161821";"2007-10-03";"2007-12-04"
145896;"R009161848";"2007-10-03";"2007-11-30"
145339;"R009161856";"2007-10-01";"2007-11-29"
144533;"R009161887";"2007-10-03";"2007-11-26"
138557;"R009161937";"2007-10-16";"2007-10-24"
138546;"R009162461";"2007-10-19";"2007-10-24"
133845;"R009162496";"2007-10-04";"2007-10-09"
133867;"R009162507";"2007-10-04";"2007-10-09"
133912;"R009162518";"2007-10-04";"2007-10-09"
133936;"R009162526";"2007-10-04";"2007-10-09"
137026;"R009162542";"2007-10-15";"2007-10-18"
133993;"R009162477";"2007-10-04";"2007-10-09"
133982;"L002616408";"2007-10-04";"2007-10-09"
133850;"R009162585";"2007-10-03";"2007-10-09"
138890;"R009162631";"2007-10-22";"2007-10-25"
132689;"R009162647";"2007-10-04";"2007-10-04"
136590;"R009162674";"2007-10-11";"2007-10-18"
135447;"R009162763";"2007-10-15";"2007-10-15"
134217;"R009162941";"2007-10-09";"2007-10-10"
131695;"R009162957";"2007-10-01";"2007-10-02"
138020;"R009163057";"2007-10-20";"2007-10-23"
132950;"R009163115";"2007-10-04";"2007-10-05"
136981;"R009163409";"2007-10-15";"2007-10-18"
134227;"R009163476";"2007-10-09";"2007-10-10"
148535;"R009163794";"2007-10-04";"2007-12-11"
139773;"R009163987";"2007-10-16";"2007-10-29"
133597;"R009164437";"2007-10-02";"2007-10-09"
139470;"R009164669";"2007-10-20";"2007-10-26"
138097;"R009164901";"2007-10-18";"2007-10-23"
149730;"R009164917";"2007-10-11";"2007-12-13"
138070;"L002616537";"2007-10-18";"2007-10-23"
137781;"R009164995";"2007-10-10";"2007-10-22"
134804;"R009165017";"2007-10-04";"2007-10-11"
140136;"R009165037";"2007-10-20";"2007-10-30"
137523;"R009165142";"2007-10-10";"2007-10-22"
135318;"L002616645";"2007-10-09";"2007-10-15"
134800;"R009165347";"2007-10-04";"2007-10-11"
134793;"L002616707";"2007-10-04";"2007-10-11"
133613;"R009165428";"2007-09-26";"2007-10-09"
149581;"R009165452";"2007-10-10";"2007-12-13"
144448;"R009165479";"2007-09-26";"2007-11-26"
133755;"L002616734";"2007-10-03";"2007-10-09"
136219;"R009165509";"2007-10-05";"2007-10-17"
133722;"R009165584";"2007-10-03";"2007-10-09"
136688;"L002616831";"2007-10-11";"2007-10-18"
137185;"L002616866";"2007-10-15";"2007-10-19"
151017;"R009165727";"2007-10-10";"2007-12-18"
137183;"L002616963";"2007-10-15";"2007-10-19"
138678;"R009165777";"2007-10-19";"2007-10-24"
138107;"R009165827";"2007-10-18";"2007-10-23"
135196;"L002617013";"2007-10-05";"2007-10-15"
132125;"R009165843";"2007-09-21";"2007-10-03"
139704;"R009166041";"2007-10-20";"2007-10-29"
141123;"L002617145";"2007-10-18";"2007-11-05"
151541;"R009166106";"2007-10-17";"2007-12-18"
138665;"R009166181";"2007-10-18";"2007-10-24"
135797;"R009166254";"2007-10-01";"2007-10-16"
137171;"L002617242";"2007-10-09";"2007-10-19"
148642;"R009166289";"2007-10-05";"2007-12-12"
134065;"R009166351";"2007-10-05";"2007-10-09"
133573;"R009166408";"2007-09-28";"2007-10-09"
137972;"R009166416";"2007-10-09";"2007-10-22"
139301;"L002617323";"2007-10-22";"2007-10-26"
146729;"R009166467";"2007-09-27";"2007-12-04"
137943;"R009166505";"2007-10-20";"2007-10-22"
132215;"R009166718";"2007-10-01";"2007-10-03"
133133;"R009166757";"2007-09-27";"2007-10-05"
132109;"R009166793";"2007-10-20";"2007-10-03"
137405;"R009166807";"2007-10-10";"2007-10-19"
140701;"R009166912";"2007-10-20";"2007-11-01"
132222;"R009167037";"2007-10-03";"2007-10-03"
133745;"R009167087";"2007-10-03";"2007-10-09"
134086;"R009167102";"2007-10-04";"2007-10-09"
137933;"R009167285";"2007-10-04";"2007-10-22"
140734;"R009167374";"2007-10-20";"2007-11-01"
135175;"R009167657";"2007-10-10";"2007-10-15"
135489;"R009167889";"2007-10-05";"2007-10-15"
134266;"R009167737";"2007-10-01";"2007-10-10"
137930;"R009167803";"2007-10-08";"2007-10-22"
150539;"R009168249";"2007-10-10";"2007-12-17"
135170;"R009168192";"2007-10-03";"2007-10-15"
138677;"R009168362";"2007-10-10";"2007-10-24"
145009;"R009168486";"2007-10-03";"2007-11-28"
145002;"R009168494";"2007-10-03";"2007-11-28"
135275;"R009168524";"2007-05-10";"2007-10-15"
137935;"R009168877";"2007-10-01";"2007-10-22"
137833;"R009168931";"2007-10-10";"2007-10-22"
142304;"R009168982";"2007-10-20";"2007-11-12"
137848;"R009169229";"2007-10-20";"2007-10-22"
139663;"R009169261";"2007-10-20";"2007-10-29"
137518;"R009169393";"2007-10-10";"2007-10-22"
148711;"R009169447";"2007-10-05";"2007-12-12"
136178;"R009169431";"2007-10-09";"2007-10-17"
137882;"R009169466";"2007-10-09";"2007-10-22"
137573;"R009169617";"2007-10-10";"2007-10-22"
136290;"R009169667";"2007-10-20";"2007-10-17"
136295;"R009169733";"2007-10-03";"2007-10-17"
137986;"R009169776";"2007-10-03";"2007-10-22"
133590;"R009170014";"2007-09-27";"2007-10-09"
134375;"R009170073";"2007-10-10";"2007-10-10"
135301;"R009170154";"2007-10-20";"2007-10-15"
132813;"R009170332";"2007-10-03";"2007-10-04"
137967;"R009170391";"2007-09-27";"2007-10-22"
138969;"R009170537";"2007-10-20";"2007-10-25"
137760;"R009170553";"2007-10-10";"2007-10-22"
137969;"R009170634";"2007-10-05";"2007-10-22"
137974;"R009170657";"2007-10-14";"2007-10-22"
136428;"R009170944";"2007-10-03";"2007-10-17"
133723;"R009170987";"2007-10-03";"2007-10-09"
137846;"R009171401";"2007-10-20";"2007-10-22"
137954;"R009171665";"2007-10-17";"2007-10-22"
138143;"R009171681";"2007-10-20";"2007-10-23"
137539;"R009171738";"2007-10-10";"2007-10-22"
137603;"R009171754";"2007-10-10";"2007-10-22"
134103;"R009171807";"2007-10-05";"2007-10-09"
144492;"R009171867";"2007-09-27";"2007-11-26"
146989;"R009171975";"2007-10-03";"2007-12-05"
137962;"R009172057";"2007-10-18";"2007-10-22"
150722;"R009172238";"2007-10-10";"2007-12-17"
137613;"R009172289";"2007-10-19";"2007-10-22"
140742;"R009172297";"2007-10-20";"2007-11-01"
137984;"R009172447";"2007-10-16";"2007-10-22"
149311;"R009172548";"2007-10-05";"2007-12-12"
149931;"R009172564";"2007-10-09";"2007-12-13"
149634;"R009172572";"2007-10-08";"2007-12-13"
145873;"R009172599";"2007-10-02";"2007-11-30"
145011;"R009172637";"2007-09-28";"2007-11-28"
148067;"R009172653";"2007-10-05";"2007-12-11"
145340;"R009172726";"2007-10-01";"2007-11-29"
144929;"R009172793";"2007-09-28";"2007-11-28"
138993;"R009172831";"2007-10-20";"2007-10-25"
145228;"R009172882";"2007-09-28";"2007-11-29"
145738;"R009172939";"2007-10-05";"2007-11-30"
145732;"R009172947";"2007-10-01";"2007-11-30"
144959;"R009172955";"2007-09-28";"2007-11-28"
147903;"R009172998";"2007-10-04";"2007-12-11"
139581;"L002617706";"2007-10-19";"2007-10-29"
138336;"R009173037";"2007-10-10";"2007-10-23"
148053;"R009173087";"2007-10-04";"2007-12-11"
147056;"E001217867";"2007-10-08";"2007-12-05"
151921;"E001217798";"2007-10-15";"2007-12-19"
148941;"E001217941";"2007-10-10";"2007-12-12"
141377;"E001217984";"2007-10-29";"2007-11-06"
149345;"E001218007";"2007-10-11";"2007-12-13"
135310;"E001218042";"2007-10-24";"2007-10-15"
150945;"E001218123";"2007-10-15";"2007-12-17"
138338;"E001218239";"2007-10-10";"2007-10-23"
137841;"E001218557";"2007-10-25";"2007-10-22"
153022;"E001218581";"2007-10-22";"2007-12-21"
152998;"E001218627";"2007-10-16";"2007-12-21"
146024;"E001218735";"2007-10-04";"2007-12-03"
149906;"E001218956";"2007-10-10";"2007-12-13"
149739;"E001219014";"2007-10-10";"2007-12-13"
138369;"E001219097";"2007-10-24";"2007-10-23"
136887;"E001219219";"2007-10-17";"2007-10-18"
137298;"E001219251";"2007-10-18";"2007-10-19"
149335;"E001219804";"2007-10-10";"2007-12-12"
149557;"E001219887";"2007-10-09";"2007-12-13"
147060;"E001219944";"2007-10-08";"2007-12-05"
147125;"E001220845";"2007-10-05";"2007-12-06"
137844;"E001220877";"2007-10-25";"2007-10-22"
149977;"E001221035";"2007-10-15";"2007-12-14"
138082;"E001221108";"2007-10-23";"2007-10-23"
149630;"E001220957";"2007-10-10";"2007-12-13"
142045;"E001221205";"2007-10-22";"2007-11-08"
138081;"E001221272";"2007-10-10";"2007-10-23"
136267;"E001169262";"2007-10-10";"2007-10-17"
137426;"E001221434";"2007-10-04";"2007-10-19"
139008;"E001221426";"2007-10-23";"2007-10-25"
139744;"E001221582";"2007-10-26";"2007-10-29"
136062;"E001221671";"2007-10-01";"2007-10-16"
138183;"B089739043";"2007-10-22";"2007-10-23"
141625;"B089739067";"2007-10-24";"2007-11-07"
141937;"E001223003";"2007-10-24";"2007-11-08"
137364;"E001222937";"2007-10-04";"2007-10-19"
137303;"E001223089";"2007-10-19";"2007-10-19"
136478;"E001223062";"2007-10-03";"2007-10-17"
141454;"E001223402";"2007-10-22";"2007-11-06"
137496;"E001224379";"2007-10-19";"2007-10-22"
138638;"B085757462";"2007-10-23";"2007-10-24"
145814;"E001225006";"2007-10-23";"2007-11-30"
135256;"E001225057";"2007-10-04";"2007-10-15"
133031;"E001225103";"2007-10-01";"2007-10-05"
140499;"E001225383";"2007-10-16";"2007-10-31"
134708;"B085757799";"2007-10-08";"2007-10-10"
140128;"E001225871";"2007-10-08";"2007-10-30"
135219;"E001225898";"2007-10-01";"2007-10-15"
148969;"E001226339";"2007-10-09";"2007-12-12"
152648;"E001226355";"2007-10-15";"2007-12-21"
139093;"E001226444";"2007-10-09";"2007-10-25"
151620;"E001226517";"2007-10-16";"2007-12-19"
140752;"E001226584";"2007-10-24";"2007-11-01"
136974;"E001226727";"2007-10-03";"2007-10-18"
134975;"E001226746";"2007-10-01";"2007-10-11"
139959;"B089701957";"2007-10-24";"2007-10-29"
139804;"E001226835";"2007-10-18";"2007-10-29"
134594;"B085757578";"2007-10-09";"2007-10-10"
139938;"B095879811";"2007-10-03";"2007-10-29"
139069;"E001227447";"2007-10-11";"2007-10-25"
148863;"E001227617";"2007-10-10";"2007-12-12"
136004;"E001227807";"2007-10-01";"2007-10-16"
152934;"E001228037";"2007-10-22";"2007-12-21"
139370;"E001218987";"2007-10-24";"2007-10-26"
142205;"E001229184";"2007-10-30";"2007-11-09"
136820;"E001229237";"2007-10-18";"2007-10-18"
147236;"E001229311";"2007-10-04";"2007-12-10"
143902;"E001229613";"2007-10-24";"2007-11-22"
146320;"E001229664";"2007-10-03";"2007-12-03"
151086;"E001229947";"2007-10-11";"2007-12-18"
151883;"E001230123";"2007-10-16";"2007-12-19"
138791;"B085757907";"2007-10-23";"2007-10-24"
135041;"B085757934";"2007-10-10";"2007-10-11"
152545;"E001230263";"2007-10-09";"2007-12-20"
150785;"E001230301";"2007-10-10";"2007-12-17"
153024;"E001230484";"2007-10-09";"2007-12-21"
148762;"E001230627";"2007-10-10";"2007-12-12"
148891;"E001230697";"2007-10-09";"2007-12-12"
136404;"B060355913";"2007-10-08";"2007-10-17"
140092;"E001231456";"2007-10-24";"2007-10-30"
139837;"E001231561";"2007-10-24";"2007-10-29"
135005;"E001231634";"2007-10-08";"2007-10-11"
139326;"E001231967";"2007-10-24";"2007-10-26"
137568;"E001232088";"2007-10-17";"2007-10-22"
145929;"E001232193";"2007-10-01";"2007-12-03"
145267;"E001232428";"2007-10-02";"2007-11-29"
137359;"E001232387";"2007-10-16";"2007-10-19"
137359;"E001232444";"2007-10-16";"2007-10-19"
150532;"E001232452";"2007-10-15";"2007-12-17"
152002;"E001232568";"2007-10-16";"2007-12-19"
148329;"E001232622";"2007-10-09";"2007-12-11"
138708;"E001232908";"2007-10-19";"2007-10-24"
135554;"E001232754";"2007-10-10";"2007-10-15"
153124;"E001233157";"2007-10-22";"2007-12-21"
146890;"E001233394";"2007-10-03";"2007-12-05"
137340;"E001233637";"2007-10-08";"2007-10-19"
136358;"E001233742";"2007-10-08";"2007-10-17"
140204;"E001234037";"2007-10-19";"2007-10-30"
135905;"E001234153";"2007-10-10";"2007-10-16"
139118;"B060371668";"2007-10-23";"2007-10-25"
151771;"E001234242";"2007-10-16";"2007-12-19"
137880;"E001234277";"2007-10-10";"2007-10-22"
135776;"E001234323";"2007-10-09";"2007-10-16"
149680;"E001234397";"2007-10-10";"2007-12-13"
134810;"E001234544";"2007-10-04";"2007-10-11"
151898;"E001234625";"2007-10-11";"2007-12-19"
135834;"E001234617";"2007-10-03";"2007-10-16"
139687;"E001234676";"2007-10-25";"2007-10-29"
134771;"E001234641";"2007-10-10";"2007-10-11"
148600;"E001234797";"2007-10-05";"2007-12-11"
135940;"E001234943";"2007-10-09";"2007-10-16"
151611;"E001235028";"2007-10-15";"2007-12-19"
150993;"E001235087";"2007-10-15";"2007-12-17"
148309;"E001235109";"2007-10-08";"2007-12-11"
152229;"E001235117";"2007-10-15";"2007-12-20"
140429;"R009173285";"2007-10-22";"2007-10-31"
147953;"R009173307";"2007-10-08";"2007-12-11"
138274;"R009173323";"2007-10-18";"2007-10-23"
135007;"R009173374";"2007-10-03";"2007-10-11"
152509;"R009173447";"2007-10-17";"2007-12-20"
151700;"R009173471";"2007-10-22";"2007-12-19"
151547;"R009173528";"2007-10-18";"2007-12-18"
136723;"R009173544";"2007-10-18";"2007-10-18"
135159;"R009173587";"2007-10-09";"2007-10-15"
135671;"R009173668";"2007-10-10";"2007-10-16"
134999;"R009173676";"2007-10-04";"2007-10-11"
139622;"L002617773";"2007-10-19";"2007-10-29"
152194;"R009173854";"2007-10-17";"2007-12-20"
146527;"R009173862";"2007-10-03";"2007-12-04"
149375;"R009173935";"2007-10-09";"2007-12-13"
138877;"R009174017";"2007-10-22";"2007-10-25"
151095;"R009174079";"2007-10-15";"2007-12-18"
138259;"R009174265";"2007-10-18";"2007-10-23"
140942;"R009174346";"2007-10-22";"2007-11-05"
148255;"R009174397";"2007-10-04";"2007-12-11"
152038;"R009174427";"2007-10-16";"2007-12-19"
134581;"R009174451";"2007-10-08";"2007-10-10"
151435;"R009174494";"2007-10-11";"2007-12-18"
149334;"R009174583";"2007-10-11";"2007-12-12"
137683;"L002617838";"2007-10-11";"2007-10-22"
143957;"R009175539";"2007-10-22";"2007-11-22"
139377;"L002617986";"2007-10-15";"2007-10-26"
146534;"R009175784";"2007-10-01";"2007-12-04"
151916;"R009175806";"2007-10-15";"2007-12-19"
149269;"R009175822";"2007-10-15";"2007-12-12"
136205;"R009175837";"2007-10-11";"2007-10-17"
